Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Vibration_RMS_mm_s,Running_Hours,Status,Label,Reason
28.07,71.31,2.83,0.108,3.95,2602.4,Warning,1,Service interval warning (2000-3000 hrs)
57.46,72.18,2.82,0.211,2.12,785.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
69.57,85.34,2.73,0.583,5.03,4808.5,Critical,2,Service critical (>3000 hrs) - Service required
54.08,83.27,2.91,0.264,2.98,1860.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
36.52,71.23,3.02,0.028,2.22,1610.9,Normal,0,None
37.16,72.86,3.45,0.019,0.04,783.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
39.02,66.11,3.06,0.157,2.83,1648.7,Normal,0,None
48.94,69.95,2.82,0.306,2.7,2988.4,Warning,1,Service interval warning (2000-3000 hrs)
60.86,93.73,2.84,0.293,5.68,1701.5,Warning,1,Multiple parameters in warning range
7.32,59.81,2.8,0.02,3.65,2975.9,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
36.58,78.64,3.03,0.113,2.8,1150.7,Normal,0,None
49.37,66.01,3.03,0.162,0.95,119.9,Normal,0,None
36.6,72.89,2.84,0.004,1.05,55.7,Normal,0,None
35.36,82.78,3.55,0.021,3.54,1153.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
30.4,82.08,2.94,0.209,4.11,2900.3,Warning,1,Service interval warning (2000-3000 hrs)
39.67,100.06,2.75,0.577,4.7,1901.1,Critical,2,Filter choking (High temperature + High ΔP)
41.39,65.84,2.58,0.758,6.5,1949.4,Critical,2,Filter choked (ΔP >0.5 bar)
29.72,60.14,3.09,0.313,0.93,25.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
44.23,70.77,3.04,0.331,0.71,189.9,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
56.41,88.92,3.01,0.174,1.34,611.5,Normal,0,None
29.02,79.12,3.08,0.128,3.06,1745.7,Normal,0,None
60.23,67.55,3,0.147,3.42,392.5,Warning,1,Motor current in warning range (60-70A)
43.6,65.92,3.07,0.173,0.01,996.3,Normal,0,None
55.74,84.15,3.04,0.164,1.53,1281.9,Normal,0,None
25.61,68.51,2.86,0.15,2.97,662.7,Normal,0,None
39.13,87.88,2.9,0.103,3.8,2969.3,Warning,1,Service interval warning (2000-3000 hrs)
59.43,71.76,2.91,0.313,0.66,1766.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
66.44,60.65,3.15,0.206,2.43,1909.1,Warning,1,Motor current in warning range (60-70A)
28.93,73.92,2.89,0.149,0.94,117.1,Normal,0,None
62.67,83.29,3.01,0.015,2.46,1816,Warning,1,Motor current in warning range (60-70A)
28.34,111.67,3.25,0.681,5.86,240.6,Critical,2,Filter choking (High temperature + High ΔP)
37.69,99.81,2.64,0.651,7.86,3354.3,Critical,2,Service critical (>3000 hrs) - Service required
54.36,87.84,2.8,0.515,0.26,1628.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
38.03,61.56,3.45,0.185,1.36,432.7,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.52,77.16,3.13,0.149,3.23,1197.1,Normal,0,None
32.79,80.36,3.04,0.026,0.23,1208.7,Normal,0,None
30.32,62.6,2.92,0.088,0.17,795.6,Normal,0,None
32.34,106.08,2.57,0.508,3.98,1698.1,Critical,2,Filter choking (High temperature + High ΔP)
67.63,97.95,2.78,0.516,1.06,380.8,Critical,2,Filter choked (ΔP >0.5 bar)
60.21,81.92,3.17,0.002,1.49,1109.5,Normal,0,None
36.71,64.39,3.21,0.188,2.38,1457.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
66.7,95.53,3.2,0.267,8.43,2767.3,Critical,2,Bearing/Alignment issue (High current + High vibration)
32.89,73.2,3.35,0.213,0.55,1598.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
54.78,81.91,3.16,0.193,2.67,280,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
30.47,64.18,3.16,0.174,3.83,1983.1,Normal,0,None
40.69,72.33,2.65,0.107,0.64,943.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
52.23,99.15,2.93,0.243,2.27,1592.5,Warning,1,Oil temperature in warning range (90-105°C)
66.69,78.83,3.11,0.258,7.85,19.4,Critical,2,Bearing/Alignment issue (High current + High vibration)
60.26,79,3.04,0.084,2.18,1793.1,Warning,1,Motor current in warning range (60-70A)
65.09,78.7,3.73,0.446,4.22,542.4,Critical,2,Line pressure critically high (>3.6 bar)
62.06,96.61,2.56,0.184,3.48,2018.1,Warning,1,Multiple parameters in warning range
26.64,78,3.09,0.171,3.63,40.3,Normal,0,None
74.9,64.26,2.73,0.457,1.71,662,Critical,2,Motor current critical (>70A)
51.51,69.77,2.98,0.049,3.81,1291.2,Normal,0,None
58.44,109.19,3.06,0.554,3.61,936.6,Critical,2,Filter choking (High temperature + High ΔP)
39.4,68.34,2.87,0.16,3.62,740.5,Normal,0,None
40.49,63.07,2.99,0.541,1.7,950.8,Critical,2,Filter choked (ΔP >0.5 bar)
67.87,106.74,2.65,0.367,6.58,2047.6,Critical,2,Oil temperature critical (>105°C)
52.72,86.57,2.87,0.189,1.35,1324.6,Normal,0,None
55.02,64.02,3.08,0.147,2.83,504.6,Normal,0,None
3.79,67.53,2.84,0.177,0.74,2161.2,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
66.91,91.61,3.61,0.423,4.79,2091.1,Critical,2,Line pressure critically high (>3.6 bar)
26.54,88.7,3.08,0.121,1.22,497.6,Normal,0,None
30.01,58.19,3.04,0.194,1.8,714.4,Normal,0,None
31,87.84,2.86,0.008,6.05,1190.7,Warning,1,Vibration in warning range (4-7 mm/s)
60.9,89.34,2.93,0.228,7.72,2256.3,Critical,2,Vibration critical (>7 mm/s)
32.07,71.85,2.9,0.003,3.68,1687.8,Normal,0,None
39.78,63.9,2.63,0.065,1.43,1242.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
47.66,75.54,3.14,0.176,0.04,1556.1,Normal,0,None
50.92,68.76,3.03,0.193,3.53,194.7,Normal,0,None
24.77,67.46,2.91,0.028,0.15,374.2,Normal,0,None
55.58,86.83,2.98,0.054,0.47,1906.8,Normal,0,None
30.24,88.75,1.9,0.041,6.32,570.4,Critical,2,Line pressure critically low (<2.4 bar)
30.83,85.83,2.79,0.092,2.94,1869.6,Normal,0,None
43.26,65.45,3.09,0.024,1.28,1006.7,Normal,0,None
43.96,62.5,2.94,0.071,0.12,548,Normal,0,None
59.48,72.63,2.72,0.066,2.46,384,Warning,1,Line pressure low warning (2.4-2.8 bar)
35.5,78.76,2.93,0.023,2.48,1628.8,Normal,0,None
45.35,80.36,2.95,0.178,4.5,938.1,Warning,1,Vibration in warning range (4-7 mm/s)
25.53,80.51,2.92,0.209,2.44,481.6,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
31.05,106.86,3.46,0.082,6.86,617.4,Critical,2,Oil temperature critical (>105°C)
51.36,69.99,3.65,0.461,2.14,1116.2,Critical,2,Line pressure critically high (>3.6 bar)
66.06,101.19,2.92,0.237,5.97,1944.9,Warning,1,Multiple parameters in warning range
52.37,85.06,2.95,0.334,3.34,726.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
39,80.8,2.97,0.136,1.45,1269.5,Normal,0,None
38.09,94.24,3,0.564,6.96,2145.4,Critical,2,Filter choked (ΔP >0.5 bar)
33.94,74.36,2.86,0.029,0.02,78.5,Normal,0,None
51.11,97.67,3.09,0.258,3.94,1147.1,Warning,1,Oil temperature in warning range (90-105°C)
61.52,95.01,3.36,0.232,5.48,1588.1,Warning,1,Multiple parameters in warning range
1.61,80.96,2.56,0.192,0.71,635.2,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
59.3,80.97,2.78,0.109,0.85,105.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
44.93,78.21,3.28,0.09,2.53,1939.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
46.29,78.63,2.98,0.125,1.26,1038.6,Normal,0,None
68.34,72.48,3.02,0.17,9.96,2767.9,Critical,2,Bearing/Alignment issue (High current + High vibration)
42.16,59.86,3.18,0.099,2.52,473.2,Normal,0,None
31.78,74.57,3.1,0.119,3.68,2119.2,Warning,1,Service interval warning (2000-3000 hrs)
40.67,76.55,3.02,0.082,1.34,213.2,Normal,0,None
35.24,78.7,2.98,0.09,3.05,563.8,Normal,0,None
44.51,67.39,2.95,0.163,2.25,1029.5,Normal,0,None
49.39,87.74,3.05,0.028,5.65,1532.7,Warning,1,Vibration in warning range (4-7 mm/s)
36,93.6,3.15,0.249,2.69,601.9,Warning,1,Oil temperature in warning range (90-105°C)
52.55,61.51,2.84,0.227,7.61,2954,Critical,2,Vibration critical (>7 mm/s)
59.25,61.89,2.98,0.175,3.5,173.4,Warning,1,Motor current in warning range (60-70A)
29.62,88.28,3.13,0.472,2.77,726.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
50.55,92.31,2.97,0.192,1.24,1965.9,Warning,1,Oil temperature in warning range (90-105°C)
67.6,92.91,3.4,0.18,6.01,1718.8,Warning,1,Multiple parameters in warning range
32.81,61.15,2.92,0.104,4.52,709.6,Warning,1,Vibration in warning range (4-7 mm/s)
30.19,77.94,3.09,0.339,2.79,821.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
59.07,73,3.01,0.267,3.89,2582.1,Warning,1,Service interval warning (2000-3000 hrs)
38.55,88.25,3.1,0.014,6.64,961.1,Warning,1,Vibration in warning range (4-7 mm/s)
44.28,90.39,3.2,0.224,1.14,938.8,Warning,1,Oil temperature in warning range (90-105°C)
35.34,83.89,3.39,0.049,0.85,665.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
59.26,61.03,2.85,0.168,1.06,368.6,Normal,0,None
44.92,58.79,3.24,0.299,7.16,4786.6,Critical,2,Service critical (>3000 hrs) - Service required
68.49,89.11,2.98,0.081,1.02,1917.7,Warning,1,Motor current in warning range (60-70A)
39.42,87.11,2.8,0.104,4.22,309,Warning,1,Vibration in warning range (4-7 mm/s)
58.56,88.39,3.35,0.133,3.59,12.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
50.66,91.04,2.89,0.113,2.32,811.3,Normal,0,None
43.24,88.15,3.02,0.089,3.05,340.9,Normal,0,None
69.85,94.19,3.08,0.193,9.48,714.9,Critical,2,Bearing/Alignment issue (High current + High vibration)
44.96,85.07,2.88,0.113,3.38,1166.2,Normal,0,None
39.19,102.71,2.9,0.3,3.86,495.3,Warning,1,Oil temperature in warning range (90-105°C)
64.32,89.11,3.21,0.143,3.14,1886.3,Warning,1,Multiple parameters in warning range
32.31,70.26,3.17,0.325,1.73,1153.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
45.96,80.7,2.88,0.28,1.94,2843.8,Warning,1,Service interval warning (2000-3000 hrs)
43.58,92.59,2.89,0.17,0.79,822.3,Warning,1,Oil temperature in warning range (90-105°C)
27.75,69.1,2.53,0.09,3.22,1716.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
69.92,92.61,2.5,0.214,2.48,2080.1,Critical,2,Motor current critical (>70A)
73.26,104.9,2.71,0.315,4.32,2745.3,Critical,2,Motor current critical (>70A)
41.28,70.04,3.03,0.162,2.18,1263.4,Normal,0,None
42.36,70.09,2.92,0.341,0.5,1855.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
66.82,102.45,2.6,0.311,5.44,2077.4,Warning,1,Multiple parameters in warning range
40.34,92.02,3.06,0.173,2.69,1590,Warning,1,Oil temperature in warning range (90-105°C)
8.38,84.44,2.61,0.008,0.46,147.9,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
54.52,80.41,3.23,0.158,1.19,1278.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.83,89.58,2.79,0.022,3.28,1292.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
53.73,81.25,3,0.014,1.51,938,Normal,0,None
27.94,90.12,2.93,0.184,3.1,2682.5,Warning,1,Service interval warning (2000-3000 hrs)
25.97,78.16,3.14,0.173,1.87,918.6,Normal,0,None
61.6,102.46,3.34,0.203,4.56,1692.5,Warning,1,Multiple parameters in warning range
59.1,87.36,2.69,0.569,1.32,171,Critical,2,Filter choked (ΔP >0.5 bar)
37.03,72.34,3.06,0.166,2.02,2735.2,Warning,1,Service interval warning (2000-3000 hrs)
28.84,64.22,3.1,0.185,3.91,1256.7,Normal,0,None
48.92,86.09,2.4,0.152,3.32,572.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.52,75.71,3.17,0.046,0.48,1518,Normal,0,None
32.07,63.51,3.05,0.105,2.86,618.9,Normal,0,None
57.24,68.63,3.16,0.109,4.08,2907,Warning,1,Service interval warning (2000-3000 hrs)
31.38,69.46,2.84,0.02,0.37,845.9,Normal,0,None
48.49,98.01,3.06,0.254,2.61,532.2,Warning,1,Oil temperature in warning range (90-105°C)
54.5,89.11,2.87,0.135,2.68,1959.9,Normal,0,None
47.46,73.27,2.99,0.061,3.04,1872.4,Normal,0,None
37.02,100.75,3.11,0.592,4.97,4438.8,Critical,2,Service critical (>3000 hrs) - Service required
48.16,72.95,3.03,0.03,0,1819.1,Normal,0,None
58.49,87.18,3.02,0.253,2.33,2977.4,Warning,1,Service interval warning (2000-3000 hrs)
36.87,88.88,3.07,0.327,0.57,1972.4,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
57.28,73.82,3.12,0.091,2.89,1463.7,Normal,0,None
68.88,74.02,3.15,0.103,3.32,1190.8,Warning,1,Motor current in warning range (60-70A)
39.95,63.49,2.84,0,6.76,472.9,Warning,1,Vibration in warning range (4-7 mm/s)
29.78,60.24,3.21,0.113,1.99,1036,Warning,1,Line pressure high warning (3.2-3.6 bar)
66.53,90.09,3.28,0.292,3.67,1736.7,Warning,1,Multiple parameters in warning range
62.14,92.74,2.65,0.315,4.09,2495.6,Warning,1,Multiple parameters in warning range
52.22,73.3,3.08,0.124,1.97,384.6,Normal,0,None
47.42,77.77,2.85,0.07,0.35,1245.9,Normal,0,None
43.61,100.07,2.24,0.199,3.7,252.6,Critical,2,Line pressure critically low (<2.4 bar)
51.71,81.67,3.03,0.168,4.3,661.8,Warning,1,Vibration in warning range (4-7 mm/s)
33.32,94.46,2.98,0.19,0.06,1758.8,Warning,1,Oil temperature in warning range (90-105°C)
52.55,79.15,2.83,0.13,1.22,737.5,Normal,0,None
38.92,83.75,3,0.183,6.73,174.8,Warning,1,Vibration in warning range (4-7 mm/s)
65.48,67.47,2.18,0.298,4.57,50.9,Critical,2,Air leak/Airend wear (High current + Low pressure)
65.93,84.41,2.94,0.249,7.11,2053.3,Critical,2,Bearing/Alignment issue (High current + High vibration)
55.77,77.03,2.88,0.198,5.6,145.8,Warning,1,Vibration in warning range (4-7 mm/s)
69.36,75.15,3,0.148,0.51,1093.8,Warning,1,Motor current in warning range (60-70A)
55.41,63.2,3.1,0.108,3.94,2356.1,Warning,1,Service interval warning (2000-3000 hrs)
49.39,85.96,2.87,0.181,2.38,254.2,Normal,0,None
53.02,88.06,3.03,0.179,1.83,788.4,Normal,0,None
55,84.31,2.92,0.065,1.94,1145.5,Normal,0,None
58.02,69.64,2.83,0.318,1.3,70.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
40.29,89.62,3.38,0.047,1.05,915.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
31.22,102.45,2.8,0.284,0.76,1748.8,Warning,1,Oil temperature in warning range (90-105°C)
29.4,65.6,3,0.024,0.88,1887.5,Normal,0,None
64.36,105.37,2.78,0.299,3.17,1613.6,Warning,1,Multiple parameters in warning range
1.86,68.4,2.4,0.232,1.94,232.5,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
28.53,86.81,3.52,0.045,2.28,974.7,Warning,1,Line pressure high warning (3.2-3.6 bar)
60.57,61.75,2.87,0,2.9,1446.7,Warning,1,Motor current in warning range (60-70A)
33.24,74.82,2.95,0.228,0.36,284.4,Normal,0,None
65.28,66.09,2.9,0.078,2.29,420.2,Warning,1,Motor current in warning range (60-70A)
33.76,85.49,2.9,0.006,2.69,805.1,Normal,0,None
39.41,62.14,2.99,0.014,5.1,701.4,Warning,1,Vibration in warning range (4-7 mm/s)
52.76,80.7,2.9,0.082,0.44,1256.4,Normal,0,None
45.23,65.54,3.36,0.183,2.62,1301.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
49.95,63.68,2.54,0.05,1.46,36.2,Warning,1,Line pressure low warning (2.4-2.8 bar)
54.27,67.69,3.27,0.156,0.69,1949.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
27.19,76.1,3.05,0.133,1.15,729.1,Normal,0,None
51.65,101.21,2.88,0.225,3.46,864.2,Warning,1,Oil temperature in warning range (90-105°C)
55.54,86.14,3.37,0.032,2.89,623,Warning,1,Line pressure high warning (3.2-3.6 bar)
38.58,71.07,2.93,0.082,2.13,1617.6,Normal,0,None
50.25,75.22,3.07,0.005,2.53,1019,Normal,0,None
41.74,60.73,3.21,0.139,1.97,1017.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
33.5,80.96,3.08,0.165,1.65,146.2,Normal,0,None
26.39,77.48,3.57,0.186,2.14,916.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.14,76.23,2.97,0.04,2.07,1660.4,Normal,0,None
59.97,86.01,3.07,0.11,4.13,493.3,Warning,1,Vibration in warning range (4-7 mm/s)
27.24,70.34,2.7,0.15,3.94,555.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
58.6,107.7,2.72,0.762,0.4,2665.8,Critical,2,Filter choking (High temperature + High ΔP)
68.35,71.91,2.91,0.085,1.57,1830.8,Warning,1,Motor current in warning range (60-70A)
27.34,66.31,2.98,0.248,3.79,1533.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
52.63,77.82,3.07,0.023,0.56,1059.1,Normal,0,None
27.48,109.46,3.34,0.495,3.1,960.9,Critical,2,Oil temperature critical (>105°C)
57.65,69.07,2.73,0.014,2.16,141.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
49.75,90.28,3.01,0.009,2.1,253.7,Normal,0,None
69.5,91.9,2.22,0.156,2.81,653.1,Critical,2,Air leak/Airend wear (High current + Low pressure)
35.13,63.7,3.7,0.013,0.63,2422.9,Critical,2,Line pressure critically high (>3.6 bar)
43.02,66.29,2.72,0.14,3.98,311.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
27.79,105.1,2.81,0.273,1.54,1683.2,Warning,1,Oil temperature in warning range (90-105°C)
64.76,77.34,2.88,0.162,4.16,537.2,Warning,1,Motor current in warning range (60-70A)
30.45,74.24,2.92,0.103,2.27,17,Normal,0,None
33.63,106.58,2.62,0.177,4.88,1680.3,Critical,2,Oil temperature critical (>105°C)
61.31,84.48,2.82,0.143,3.59,541.4,Warning,1,Motor current in warning range (60-70A)
42.34,62.5,2.87,0.15,5.45,603.3,Warning,1,Vibration in warning range (4-7 mm/s)
29.69,67.05,3.55,0.117,2.14,1192.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
71.29,103.37,3.36,0.724,1.61,109,Critical,2,Filter choking (High temperature + High ΔP)
42.35,82.18,2.86,0.091,2.12,1081.7,Normal,0,None
39.67,64.33,3.08,0.104,2.47,676,Normal,0,None
51.88,84.25,2.98,0.174,1.02,821.2,Normal,0,None
33.05,70.87,2.84,0.062,5.76,883.7,Warning,1,Vibration in warning range (4-7 mm/s)
35.95,83.06,2.89,0.052,1.26,1615.4,Normal,0,None
68.99,68.51,3.08,0,1.56,703.4,Warning,1,Motor current in warning range (60-70A)
48.39,85.01,3.06,0.153,2.5,711.1,Normal,0,None
40.62,84.33,3.17,0.118,2.7,1806.5,Normal,0,None
54.86,73.69,2.42,0.089,0.86,582.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
72.95,96.55,3.67,0.123,6.56,1033.8,Critical,2,Line pressure critically high (>3.6 bar)
65.01,88.09,3.06,0.012,4,815.8,Warning,1,Motor current in warning range (60-70A)
60.57,68.26,2.53,0.021,0.7,570.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
39.91,66.42,3.05,0.191,5.03,2054.7,Warning,1,Service interval warning (2000-3000 hrs)
58.04,100.44,3.12,0.215,3.28,607,Warning,1,Oil temperature in warning range (90-105°C)
58.56,67.89,2.87,0.102,0.18,221.1,Normal,0,None
37.47,68.4,3.11,0.015,0.13,1591.1,Normal,0,None
41.58,97.19,3.17,0.312,0.95,1622.2,Warning,1,Oil temperature in warning range (90-105°C)
68.57,86.8,2.82,0.298,3.49,2468,Warning,1,Multiple parameters in warning range
32.23,88.75,3.17,0.164,0,654,Normal,0,None
38.91,63.86,3.05,0.19,2.12,165.8,Normal,0,None
57.7,86.85,3.26,0.205,5.31,1705.9,Warning,1,Multiple parameters in warning range
45.13,99.76,3.39,0.608,3.38,2688.7,Critical,2,Filter choked (ΔP >0.5 bar)
26.29,80.49,2.91,0.01,0.86,1603.8,Normal,0,None
34.9,92.91,2.92,0.282,2.47,823.9,Warning,1,Oil temperature in warning range (90-105°C)
60.53,97.78,3.2,0.316,4.07,1593.5,Warning,1,Multiple parameters in warning range
69.61,75.47,2.38,0.43,4.66,140.9,Critical,2,Air leak/Airend wear (High current + Low pressure)
55.65,61.7,3.54,0.099,1.8,14.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
43.62,71.58,3.2,0.125,1.4,252.9,Normal,0,None
62.34,78.58,2.83,0.069,2.14,872.1,Warning,1,Motor current in warning range (60-70A)
40.45,73.89,2.86,0.008,3.86,481.4,Normal,0,None
48.6,87.97,2.91,0.109,0.08,373.5,Normal,0,None
33.44,84,2.91,0.051,1.94,1731.3,Normal,0,None
69.98,96.4,3.43,0.406,8.98,1480,Critical,2,Bearing/Alignment issue (High current + High vibration)
41.44,84.59,2.93,0.325,2.19,1327.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
57.68,72.54,3.09,0.012,0.72,974.2,Normal,0,None
53.08,68.5,3.17,0.185,3.67,1040.5,Normal,0,None
26.21,82.58,2.63,0.373,5.65,3864.9,Critical,2,Service critical (>3000 hrs) - Service required
45,83.34,2.97,0.147,1.71,968.4,Normal,0,None
28.39,87.42,3.08,0.03,1.41,1185,Normal,0,None
25.93,66.07,3.15,0.092,2.89,1836.6,Normal,0,None
73.56,63.06,3.18,0.26,9.71,367.4,Critical,2,Bearing/Alignment issue (High current + High vibration)
36.19,90.07,2.91,0.095,2.78,324.4,Normal,0,None
66.77,64.09,3.16,0.034,3.31,529.6,Warning,1,Motor current in warning range (60-70A)
51.45,60.29,3.21,0.186,0.91,1645.5,Normal,0,None
67.23,73.46,3.03,0.132,2.95,103.9,Warning,1,Motor current in warning range (60-70A)
60.65,100,2.57,0.264,5.83,2270.4,Warning,1,Multiple parameters in warning range
53.55,83.18,2.88,0.313,3.65,2379.9,Warning,1,Service interval warning (2000-3000 hrs)
53.46,75.3,2.85,0.143,3.73,1894.6,Normal,0,None
57.06,65.34,2.9,0.164,3.18,2794.7,Warning,1,Service interval warning (2000-3000 hrs)
70.13,91.76,3.42,0.455,9.9,734.1,Critical,2,Bearing/Alignment issue (High current + High vibration)
25.81,96.93,2.8,0.251,1.36,946.9,Warning,1,Oil temperature in warning range (90-105°C)
58.75,86.39,3.16,0.371,3.3,2312.4,Warning,1,Multiple parameters in warning range
55.53,84.66,3.18,0.259,3.78,1690.4,Warning,1,Multiple parameters in warning range
47.43,90.93,3,0.275,1.22,189.1,Warning,1,Oil temperature in warning range (90-105°C)
29.73,99.54,2.88,0.216,2.18,567,Warning,1,Oil temperature in warning range (90-105°C)
37.13,78.66,2.87,0.086,4.88,1775.5,Warning,1,Vibration in warning range (4-7 mm/s)
35.93,70.8,2.43,0.182,0.35,1309.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
27.3,66.27,2.88,0.148,0.83,1147,Normal,0,None
37.26,67.61,2.82,0.073,2.44,1067.2,Normal,0,None
40.97,100.16,3.08,0.296,1.25,84.4,Warning,1,Oil temperature in warning range (90-105°C)
74.84,109.87,2.65,0.434,5.2,1361.5,Critical,2,Oil temperature critical (>105°C)
31.5,84.59,3.08,0.119,0.42,1208.3,Normal,0,None
39.79,63.57,3.19,0.113,2.77,650.8,Normal,0,None
39.59,62.96,3.62,0.428,4.95,749.7,Critical,2,Line pressure critically high (>3.6 bar)
